Key;Item Type;Publication Year;Author;Title;Publication Title;ISSN;DOI;Abstract Note;Pages;Issue;Volume;Language;Manual Tags
9FY5J5KT;journalArticle;2024;"Zakhour, G; Weisenburger, P; Salvaneschi, G";Automated Verification of Fundamental Algebraic Laws;PROCEEDINGS OF THE ACM ON PROGRAMMING LANGUAGES-PACMPL;2475-1421;10.1145/3656408;Algebraic laws of functions in mathematics - such as commutativity, associativity, and idempotence - are often used as the basis to derive more sophisticated properties of complex mathematical structures and are heavily used in abstract computational thinking. Algebraic laws of functions in coding, however, are rarely considered. Yet, they are essential. For example, commutativity and associativity are crucial to ensure correctness of a variety of software systems in numerous domains, such as compiler optimization, big data processing, data flow processing, machine learning or distributed algorithms and data structures. Still, most programming languages lack built-in mechanisms to enforce and verify that operations adhere to such properties. In this paper, we propose a verifier specialized on a set of fundamental algebraic laws that ensures that such laws hold in application code. The verifier can conjecture auxiliary properties and can reason about both equalities and inequalities of expressions, which is crucial to prove a given property when other competitors do not succeed. We implement these ideas in the Propel verifier. Our evaluation against five state-of-the-art verifiers on a total of 142 instances of algebraic properties shows that Propel is able to automatically deduce algebraic properties in different domains that rely on such properties for correctness, even in cases where competitors fail to verify the same properties or time out.;;PLDI;8;English;"Algebraic Properties; PROOFS; SPECIFICATIONS; Type Systems; Verification"
UDW3UIUK;journalArticle;2025;"Hong, J; Kim, K";Impact of AIoT education program on digital and AI literacy of elementary school students;EDUCATION AND INFORMATION TECHNOLOGIES;1360-2357;10.1007/s10639-024-12758-0;The advent of the 4th Industrial Revolution era requires the creation of new value through convergence rather than piecemeal use of technology. In that sense, the convergence of AI's learning ability and IoT connectivity makes it possible to build a more intelligent and automated system. Therefore, AI education in preparation for the era of hyper-convergence and hyper-connectivity should not stop at just experiencing artificial intelligence technology and understanding its principles, but should move toward experiencing a more expanded world. Accordingly, major countries around the world believe that young learners need the ability to naturally access and handle the latest technology, and are actively taking the lead in information education, including AI education, from kindergarten to elementary and middle school. Accordingly, this researcher believed that for elementary school students who fall into the specific operational stage of Piaget's cognitive development theory, AIoT education is necessary as AI convergence education that creates specific outputs in connection with real life. To this end, we developed an AIoT education program (12 topics, 24 sessions in total) using DIYGO, which can implement IoT robots using various input/output sensors and CPU boards. Among these, considering the students' level and interest, the contents of the 12th session on 6 topics were applied to an experimental class of 6th grade elementary school students (24 students), and effectiveness was verified through pre- and post-paired sample t-tests. The measurement tools used to verify the effectiveness of this study are the AI literacy test tool developed by Kim (Effect of PBL-based AI convergence education programs on AI literacy and creative problem-solving skills of elementary school students, 2023) and the digital literacy test tool developed by Lee et al. (2021). The test sheet questions were reorganized focusing on questions on areas related to the learning elements covered in the AIoT education program. In addition, exploratory factor analysis and reliability analysis were conducted to verify the validity and reliability of the measurement tool used in this study, and the results showed a relatively good reliability level of over 0.6. When AIoT education using DIYGO was conducted, the pre- and post-difference test results of students' digital literacy showed statistically significant improvements in all detailed areas of digital literacy. Additionally, the difference verification results for AI literacy showed that it was effective in all detailed areas. Based on the above results, first, at a time when digital and AI literacy is becoming important, AIoT education can be an effective method for cultivating digital and AI literacy in future talent. Second, AIoT education shows the potential as a form of AI convergence education that is integrated with life and solving real-life problems.;107-130;1;30;English;"AI literacy; Elementary school; AIoT; Digital literacy; Education program"
KVXWX2N2;journalArticle;2025;"Huang, YP; Kim, H; Pan, YY; Zheng, XL; Tu, YF";Promoting elementary school students' programming learning: Effects of metacognitive vs. cognitive scaffolding;JOURNAL OF RESEARCH ON TECHNOLOGY IN EDUCATION;1539-1523;10.1080/15391523.2024.2338086;Programming is an indispensable ability in the current era of artificial intelligence. It has become a topic of interest for educators and researchers to explore the effective instructional strategies to improve students' programming knowledge and skills. Cognitive and metacognitive scaffolding have proven to have the potential to facilitate programming performance. However, their comparative effects on programming performance have received scant attention. To fill this research gap, the current study aimed to explore how cognitive and metacognitive scaffolding influence elementary school students' Scratch programming knowledge and skills in an information technology course based on a quasi-experimental design. Three intact classes, including 126 fifth graders, were randomly assigned to a control group and two experimental groups: a cognitive scaffolding and a metacognitive scaffolding group. The findings indicated that the metacognitive scaffolding group showed significantly better scores in programming knowledge and skills than the non-scaffolding group. However, no significant differences were found between the metacognitive and cognitive scaffolding groups, or between the cognitive scaffolding and non-scaffolding groups. This study provides implications for the design and development of scaffolding based on Vygotsky's theory of cognitive and metacognitive mediation, and also contributes to our comprehension of how scaffolding types influence students' programming knowledge and skills.;914-929;4;57;English;"PERFORMANCE; DESIGN; SKILLS; COMPUTATIONAL THINKING; ONLINE; GAMES; SCRATCH; Cognitive scaffolding; metacognitive scaffolding; programming knowledge; programming skills"
LZW2CDK6;journalArticle;2024;"Chai, XL; Sun, Y; Gao, Y";Towards Data-Driving Multi-View Evaluation Framework for Scratch;TSINGHUA SCIENCE AND TECHNOLOGY;1007-0214;10.26599/TST.2023.9010016;As one of the most popular visual programming languages, Scratch has a lot of evaluation around it. Reasonable evaluation can help programmers understand their projects better. At the same time, it can also provide a reference for them to browse other projects in the online community. Most of the existing evaluations on Scratch are carried from three perspectives: Computational Thinking (CT) ability, visual presentation aesthetics, and code quality. Among them, the assessment of CT and code quality is mainly carried out from the program script, while the evaluation of visual aesthetics is analyzed from the perspective of image sequences generated by project execution. The single-view evaluation focuses on the performance of a program in a certain aspect and is one-sided. In this paper, we propose a multi-view evaluation framework to integrate various evaluations using different policies. We quantitatively analyze the assessment of different views driven by data. Combined with overall evaluations that represent human opinions, we analyze their differences and connections. Through experiments, we determine the weights of different integration policies, the proposed multi-view evaluation method can generate evaluation results similar to human opinions.;517-528;2;29;English;"machine learning; Codes; Computational Thinking (CT); Scratch; Visualization; integration policy; static analysis; visual aesthetic; Computed tomography; Computer languages; Data analysis; Image sequences"
WX63W44W;journalArticle;2024;"Durak, A; Bulut, V";Classification and prediction-based machine learning algorithms to predict students' low and high programming performance;COMPUTER APPLICATIONS IN ENGINEERING EDUCATION;1061-3773;10.1002/cae.22679;The current study aims to determine the programming performance (low and high) of the students between the ages of 12-24 who receive programming education, by descriptive analysis, to determine the current situation according to various variables and to redict them with machine learning algorithms. Thus, the change in programming performance, computational identity, computational thinking perspective, programming empowerment, and programming anxiety according to various variables was examined. The performances of different algorithms were compared in estimating the low and high programming performance of these variables. The research involved 763 students who were between the ages of 12 and 24 and had received programming education. Different scales were used to collect the opinions of students who received programming education. Descriptive analyses, one-way analysis of variance (ANOVA), and machine learning algorithms were used in the analysis of the data set. Analyzes were made in Statistical Package for the Social Sciences (SPSS) and Knime software. Decision trees, k-nearest neighbors, support vector machines, random forest, Naive Bayes classifiers, and logistic regression were used in the study. Students' programming performance, computational identity, computational thinking perspective, and programming empowerment mean scores differ in terms of gender and educational level variables. Research variables do not differ statistically in terms of academic success level variables. According to the programming performance level, students' computational identity, computational thinking perspective, and programming empowerment scores differ. No significant difference was found between programming anxiety scores. Decision trees of the algorithm with the highest accuracy result according to low and high programming performance conditions are [(0.966), (0.966)], respectively. The fact that these obtained scores are above 90% can be interpreted as sufficient estimation performance.;;1;32;English;"COMPUTATIONAL THINKING; computational identity; computational thinking perspective; descriptives; EMPOWERMENT; machine learning algorithms; programming anxiety; programming empowerment; Programming performance"
K3XAI9W7;journalArticle;2024;"Sun, D; Ouyang, F; Li, Y; Zhu, CC; Zhou, Y";Using multimodal learning analytics to understand effects of block-based and text-based modalities on computer programming;JOURNAL OF COMPUTER ASSISTED LEARNING;0266-4909;10.1111/jcal.12939;BackgroundWith the development of computational literacy, there has been a surge in both research and practice application of text-based and block-based modalities within the field of computer programming education. Despite this trend, little work has actually examined how learners engaging in programming process when utilizing these two major programming modalities, especially in the context of secondary education settings.ObjectivesTo further compare programming effects between and within text-based and block-based modalities, this research conducted a quasi-experimental research in China's secondary school.MethodsAn online programming platform, Code4all, was developed to allow learners to program in text-based and block-based modalities. This research collected multimodal data sources, including programming platform data, process data, and performance data. This research further utilized multiple learning analytics approaches (i.e., clustering analysis, click stream analysis, lag-sequential analysis and statistics) to compare learners' programming features, behavioural patterns and knowledge gains under two modalities.Results and ConclusionsThe results indicated that learners in text-based modality tended to write longer lines of code, encountered more syntactical errors, and took longer to attempt debugging. In contrast, learners in block-based modality spent more time operating blocks and attempt debugging, achieving better programming knowledge performances compared to their counterparts. Further analysis of five clusters from the two modalities revealed discrepancies in programming behavioural patterns.ImplicationsThree major pedagogical implications were proposed based on empirical research results. Furthermore, this research contributed to the learning analytics literature by integrating process-oriented and summative analysis to reveal learners' programming learning quality. What is currently known about the subject matterThe implications of study findings for practitionersProgramming has the potential to improve learners' higher-order thinking skills.Block-based and text-based modalities are two major instructional methods.There has been a growing interest to understand how learning occurs in two modes.Most previous work has evaluated two modalities based on learners' knowledge, skills, and attitudes.What this paper addsCode4all allows learners to programming in text-based and block-based modalities.Quasi-experimental research was conducted to examine block-based and text-based programming modalities.Multimodal learning analytics were used to compare programming under two modalities.Learners' programming features, behaviouralbehavioral patterns, and knowledge gains were identified under two modalities.Instructors should integrate text-based and block-based modalities into programming courses.Process-oriented assessment should be integrated with summative assessment.Adaptive, timely scaffoldings should be provided with the external support (this should be marked like above two points).Instructors should integrate text-based and block-based modalities into programming courses.Process-oriented assessment should be integrated with summative assessment.Adaptive, timely scaffoldings should be provided with the external support (this should be marked like above two points).;1123-1136;3;40;English;"secondary education; computer programming; LANGUAGES; THINKING; Programming; multimodal learning analytics; CODE; Learning Analytics; block-based programming; text-based programming; China; Foreign Countries; Computer Science Education; Programming Languages; Teaching Methods; Secondary School Students; Comparative Analysis; Computer Literacy; Behavior Patterns; Error Patterns; Multimedia Materials"
XP363ULP;journalArticle;2025;"Chen, YN; Xiao, SH; Song, YX; Li, ZJ; Sun, LY; Chen, LQ";MindScratch: A Visual Programming Support Tool for Classroom Learning Based on Multimodal Generative AI;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;1044-7318;10.1080/10447318.2025.2475991;Programming is essential in K-12 education and fosters computational thinking skills. Given the complexity of programming and the advanced skills it requires, previous research has introduced user-friendly tools to support young learners. However, our interviews with six programming educators revealed that current tools often fail to reflect classroom learning objectives, offer flexible guidance, and foster creativity. Therefore, we introduced MindScratch, a multimodal generative AI (GAI)-powered visual programming support tool. MindScratch aims to balance structured classroom activities with free programming creation, supporting students in completing creative programming projects based on teacher-set learning objectives while also providing programming scaffolding. The results indicate that, compared to the baseline, MindScratch more effectively helps students achieve high-quality projects aligned with learning objectives. It also enhances students' computational thinking and thinking. Overall, we believe that GAI-driven educational tools like MindScratch offer students a focused and engaging learning experience.;13650-13668;21;41;English;"Computational thinking; COMPUTATIONAL THINKING; Generative AI; mind mapping; programming support tool"
ICDRVLNA;journalArticle;2025;"Lemieux, VL; Marciano, R";Teaching computational archival science: context, pedagogy, and future directions;INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL;1368-1613;10.47989/ir30iConf47347;Introduction. The paper describes the development of the new transdisciplinary field of computational archival science (CAS) and the integration of computational thinking (CT) concepts into archival science. Method. The authors show how CAS can be introduced into graduate archival training through two case studies at the University of Maryland and the University of British Columbia and discuss building and sustaining CAS educator networks. Analysis. The paper argues that, given the increasing use of AI in archival work and research, the acquisition of computational skills and competencies is urgent for those entering the profession, but sees several barriers, including the willingness of archival educators to engage in this space, and the shortage of CAS educators. There is also a perceived conflict among some in the archival profession between CAS and recent archival scholarship emphasizing postcolonialism themes. Results. Results show this is a false dichotomy, as demonstrated by the many CAS papers focusing on ethical and social justice aspects of computing and archival work. Conclusion. The teaching of CAS is a necessity for archivists to stay relevant and responsive to the changing landscape. We offer CAS graduate curriculum learning guidelines, ensuring that archives remain accessible, trustworthy, and reflective of our evolving society.;301-318;;30;English;
2B2XZZQF;journalArticle;2025;"Wilson, SE; Wiggins, JB; Wong, LN; Ulrich, TG; Causey, B; Parra, J; Gage, NA; Blackorby, J";Leveraging Design-Based Research in the Development of a Technology-Based Intervention for Students With Disabilities;JOURNAL OF SPECIAL EDUCATION TECHNOLOGY;0162-6434;10.1177/01626434251317989;Over the past few decades, advances in computing power and the widespread adoption of the Internet have completely transformed the ways that people obtain information, communicate, educate, and conduct business. Unfortunately, access to technology and to the training required to use technology are not equitably distributed in the United States, with access much lower in rural areas than urban areas. Further, the urban-rural divide disproportionately affects people in groups that have been historically marginalized in computing, particularly students with disabilities. To address this gap in access and opportunity, we are using Design-Based Research and co-design methods to develop a new technology-based intervention called Furthering Rural Adoption of Computers and Technology through Artistic Lessons (FRACTAL) that incorporates computer science and artificial intelligence into art classes in rural middle schools. In this paper, we describe our co-design process, articulate how and why Design-Based Research and co-design are useful for developing technology-based interventions in schools, and discuss our initial steps to develop FRACTAL in partnership with teachers in rural schools to address the needs of historically disenfranchised and marginalized students.;195-207;2;40;English;"EDUCATION; COMPUTATIONAL THINKING; computer science education; art-technology integration; design-based research; PROFESSIONAL-DEVELOPMENT; qualitative research; rural education; students with disabilities"
B8MSN58T;journalArticle;2025;"Basaran, M; Vural, …F; Metin, S; Tamur, S";Early Coding Education and its Multidimensional Impact on Preschool Development: An Analysis of ChatGPT's Insights;INTERNATIONAL JOURNAL OF EARLY CHILDHOOD;0020-7187;10.1007/s13158-024-00411-3;"This study investigates ChatGPT's perspectives on coding education for preschool children to provide a comprehensive understanding that is valuable for educators in early childhood education. An instrumental case study approach was employed, utilizing qualitative research design and case study methods. Data were gathered using a structured interview form containing 93 questions posed to ChatGPT version 3.5 to obtain in-depth insights into coding education during the preschool period. Content analysis examined ChatGPT's responses, identifying key themes and codes. The findings indicate that coding practices equip children with coding skills and support their development in multiple domains. Furthermore, the study highlights that uncertainties surrounding the definition of coding, the skills it encompasses, and its integration into curricula are gradually diminishing, with more explicit frameworks emerging. While there are drawbacks to artificial intelligence tools, the study concludes that tools like ChatGPT have significant potential to contribute to the content development of teachers, offering valuable resources to enhance coding education in early childhood. Este estudio investiga las perspectivas de ChatGPT sobre la educaci & oacute;n en programaci & oacute;n para ni & ntilde;os en edad preescolar, con el objetivo de proporcionar una comprensi & oacute;n integral valiosa para los educadores en la educaci & oacute;n infantil. Se emple & oacute; un enfoque de estudio de caso instrumental, utilizando un dise & ntilde;o de investigaci & oacute;n cualitativo y m & eacute;todos de estudio de caso. Los datos se recopilaron mediante un formulario de entrevista estructurada que conten & iacute;a 93 preguntas planteadas a la versi & oacute;n 3.5 de ChatGPT para obtener informaci & oacute;n profunda sobre la educaci & oacute;n en programaci & oacute;n durante el per & iacute;odo preescolar. El an & aacute;lisis de contenido examin & oacute; las respuestas de ChatGPT, identificando temas y c & oacute;digos clave. Los hallazgos indican que las pr & aacute;cticas de programaci & oacute;n equipan a los ni & ntilde;os con habilidades de programaci & oacute;n y apoyan su desarrollo en m & uacute;ltiples & aacute;reas. Adem & aacute;s, el estudio destaca que las incertidumbres en torno a la definici & oacute;n de la programaci & oacute;n, las habilidades que abarca y su integraci & oacute;n en los planes de estudio est & aacute;n disminuyendo gradualmente, con la aparici & oacute;n de marcos m & aacute;s expl & iacute;citos. Si bien existen inconvenientes en las herramientas de inteligencia artificial, el estudio concluye que herramientas como ChatGPT tienen un potencial significativo para contribuir al desarrollo de contenidos para los docentes, ofreciendo recursos valiosos para mejorar la educaci & oacute;n en programaci & oacute;n en la primera infancia. Cette & eacute;tude explore les perspectives de ChatGPT sur l'& eacute;ducation & agrave; la programmation pour les enfants d'& acirc;ge pr & eacute;scolaire, dans le but de fournir une compr & eacute;hension globale pr & eacute;cieuse pour les & eacute;ducateurs en & eacute;ducation de la petite enfance. Une approche d'& eacute;tude de cas instrumental a & eacute;t & eacute; utilis & eacute;e, en adoptant un design de recherche qualitatif et des m & eacute;thodes d'& eacute;tude de cas. Les donn & eacute;es ont & eacute;t & eacute; recueillies & agrave; l'aide d'un formulaire d'entretien structur & eacute; comprenant 93 questions pos & eacute;es & agrave; la version 3.5 de ChatGPT afin d'obtenir des informations approfondies sur l'& eacute;ducation & agrave; la programmation durant la p & eacute;riode pr & eacute;scolaire. Une analyse de contenu a & eacute;t & eacute; r & eacute;alis & eacute;e pour examiner les r & eacute;ponses de ChatGPT, identifiant des th & egrave;mes et codes cl & eacute;s. Les r & eacute;sultats indiquent que les pratiques de programmation dotent les enfants de comp & eacute;tences en codage et soutiennent leur d & eacute;veloppement dans plusieurs domaines. En outre, l'& eacute;tude met en lumi & egrave;re que les incertitudes concernant la d & eacute;finition de la programmation, les comp & eacute;tences qu'elle englobe et son int & eacute;gration dans les programmes scolaires diminuent progressivement, avec l'& eacute;mergence de cadres plus explicites. Bien qu'il existe des limites aux outils d'intelligence artificielle, l'& eacute;tude conclut que des outils comme ChatGPT ont un potentiel significatif pour contribuer au d & eacute;veloppement de contenus pour les enseignants, en offrant des ressources pr & eacute;cieuses pour am & eacute;liorer l'& eacute;ducation & agrave; la programmation en petite enfance.";575-601;2;57;English;"INTERNET; COMPUTATIONAL THINKING; LEARN; CHILDREN; ChatGPT insights; CHILDHOOD; Coding education; Preschool development; Preschool education"
3CUZW62F;journalArticle;2024;"Khanmohammadi, S; Ahmadi, P; Jahangiri, A; Izadi, A; Tariq, R";Comparative multi-objective optimization using neural networks for ejector refrigeration systems with LiBr and LiCl working agents;CASE STUDIES IN THERMAL ENGINEERING;2214-157X;10.1016/j.csite.2024.104660;Education's evolution in the context of energy systems is essential for addressing sustainable energy challenges and developing a workforce equipped for future innovations, emphasizing both formal curricula and informal lifelong learning through successful energy case studies. As the global energy sector transforms to reduce carbon emissions and reliance on fossil fuels, innovations in renewable technologies like solar thermal are pivotal for promoting energy security and economic stability, supported by an educational foundation that fosters awareness and technical skills for sustainable development. Exposure to successful renewable energy systems, such as solar -powered refrigeration, offers an informal educational experience that enhances understanding and supports global educational goals, initiating with the innovative design and optimization of these systems using artificial intelligence (neural networks). Based on this formulation, the current article developed two sustainable energy systems by comparing the refrigeration cycles with two different operating fluids and various arrangements, and multi -objective optimization with an evolutionary genetic algorithm is performed for the proposed systems. The studied systems are refrigeration cycles using an ejector and without an ejector with two working fluids of lithium bromide and lithium chloride. The present work's main aim is to examine the working fluid and refrigeration system arrangements. Energy and economic modeling were performed for the proposed systems, and then parametric analysis and two -objective optimization were extracted. Parameters such as generator temperature, condenser temperature, absorber temperature, and evaporator temperature, which significantly impact the proposed system's performance, have been selected as decision parameters, and parametric analysis has been extracted for them. In addition to the mentioned parameters, diffusion mixing efficiency, nozzle efficiency, and heat exchanger have also been studied in the ejector asset system. To find the best values of decision variables, multi -objective optimization for both arrangements is conducted, and results are presented. The results have indicated that the refrigeration system using lithium chloride working fluid without an ejector achieves a coefficient of performance of 0.766 and a cost of 0.922 $/h at the optimal point, while the system with an ejector yields a higher coefficient of performance (1.047) and a slightly lower cost rate (0.991 $/h). The outcomes of this work can play a critical role for higher education institutions in advancing innovative solutions to pressing energy challenges. Lifelong learning, at the heart of educational innovation, can benefit from the integration of sustainable energy systems as a core component of informal education through the optimization of ejector refrigeration systems.;;;60;English;"Computational thinking; Higher education; Lifelong learning; Educational innovation; Artificial neural network; Ejector refrigeration systems; Genetic algorithm optimization; RENEWABLE ENERGY; THERMODYNAMIC ANALYSIS"
QYBAT556;journalArticle;2024;"Ruzic, I; Balaban, I";The use of social robots as teaching assistants in schools: implications for research and practice;RED-REVISTA DE EDUCACION A DISTANCIA;1578-7680;10.6018/red.600771;In social robots, AI has been seamlessly integrated to enable them to be programmed to perform a wide range of tasks, from basic movements and interactions to more complex functions, such as assisting in education. This comprehensive review delves into the multifaceted use of social robots in primary and secondary education, addressing key aspects such as trends, theoretical foundations, application domains, and ethical considerations. Guided by four primary research questions, the study reveals notable trends, with the NAO robot emerging prominently in educational settings, particularly among primary school-age children. Application domains explored include language learning, computational thinking, social and emotional development, creativity support, musical instrument practice, and library activities, showcasing the diverse roles social robots play as teaching assistants, peers, and companions. However, ethical concerns and data privacy issues surface, posing risks such as transparency issues, dependency on robots, reduced human interaction, and potential job displacement. The study stresses the need for extensive longitudinal studies and collaborative efforts to responsibly integrate social robots into education, emphasizing the necessity for collaboration among educators, policymakers, developers, and privacy experts to establish clear guidelines prioritizing students' well-being.;;78;24;English;"education; EDUCATION; schools; social robot; student robot interaction"
KDRJH8S6;journalArticle;2025;"Techakosit, S; Rakngam, T; Nookong, J; Wannapiroon, P";Mapping Research Trends in Experiential Learning and Design Thinking for Science Teacher Education;INTERNATIONAL JOURNAL OF INSTRUCTION;1694-609X;10.29333/iji.2025.18436a;This study explores research trends in Experiential Learning and Design Thinking for science teacher education through a PRISMA-guided systematic review and bibliometric analysis. A total of 237 Scopus-indexed publications (2020-2025) were analyzed to identify thematic clusters, methodological developments, and scholarly collaboration. The findings highlight growing global interest in AI literacy, experiential pedagogy, and digital instructional innovation. Six thematic clusters emerged: AI education and computational thinking, digital curriculum professional development, and AI ethics and digital competence. Bibliometric mapping illustrates a multidisciplinary convergence among education, computer science, and engineering. Furthermore, ethical considerations, platform equity, and empirical validation remain pressing research needs. By integrating qualitative synthesis and quantitative bibliometric insights, this study provides a conceptual foundation for advancing AI-enhanced science teacher education and guiding future research in innovative pedagogy. The thematic findings further offer insights for designing reflective, inclusive, and evidence-based teacher preparation programs.;669-690;4;18;English;"design thinking; digital learning ecosystems; experiential learning; PRISMA-Guided bibliometric analysis; science teacher education"
5N9QIWY3;journalArticle;2025;"Na, HH; Caskurlu, S; Fulwider, CG; Jun, BW";Solo or Pair Programming for K-12 Students? Learning Outcomes and In-game Behaviors in a Game-Based Learning Environment;TECHTRENDS;8756-3894;10.1007/s11528-025-01142-5;"Pair programming is considered an effective collaborative strategy for developing computational thinking (CT), but its impact on K-12 students remains inconclusive. Employing a learning analytics approach, this study compares the effects of pair and solo programming on K-12 students' CT skills, attitudes, and in-game behaviors. Two sixth-grade classes assigned to solo (n = 22) or pair programming (n = 21) groups participated in a six-week intervention using an online game-based learning environment. Both groups showed improvements in CT skills and attitudes, but the solo programming group achieved greater CT skill gains. In-game logs revealed solo programmers focused more on game creation and less on game remixing. The solo programmers also designed a more complex gameworld and used more coding blocks; however, the complexity of the programming codes remained similar between groups. These findings highlight the distinct benefits of each approach: solo programming fosters self-directed trial-and-error experimentation, while pair programming promotes collaboration and openness to diverse perspectives through shared exploration of others' creations.";;;;English;"PERFORMANCE; Computational thinking; EDUCATION; COMPUTATIONAL THINKING; Game-based learning; Collaborative learning; Computer science education; Learning analytics; CODE; ATTITUDES; COGNITIVE LOAD THEORY; Pair programming; Solo programming"
CSWMFENC;journalArticle;2025;"Mohsen, M; Althebi, S; Bensalem, E; Alsherif, N";A decade of highly cited articles in educational technology research: emerging trends, dominant themes, and future directions;JOURNAL OF COMPUTING IN HIGHER EDUCATION;1042-1726;10.1007/s12528-025-09435-7;This study presents a scientometric analysis of educational technology research through examining highly cited articles published between 2014 and 2023 in 19 SSCI-indexed Q1 journals. Using a weighted approach to address citation bias, we analyzed 1,770 highly cited articles through document co-citation analysis, keyword analysis, and abstract content analysis. The findings reveal eight distinct research clusters, with Technology Acceptance Model, Computational Thinking, and Classroom Approach emerging as dominant clusters. The analysis identifies five major research themes, with AI-Enhanced Learning Technologies comprising 39% of the research focus, followed by equal distribution (17% each) among Virtual Learning Environments, Digital Learning Practices, and Learning Assessment & Feedback, while Educational Technology Integration accounts for 11%. Keyword analysis further indicates the field's evolution toward more sophisticated technological applications such as virtual, online learning, and learning analytics emerging as prominent terms. This study demonstrates a significant transformation from basic technology integration to advanced AI-driven solutions. The findings provide valuable insights for researchers and practitioners in educational technology, suggesting future research directions should focus on AI integration, immersive technologies, and data-driven approaches while maintaining emphasis on pedagogical effectiveness and student engagement.;;;;English;"SCIENCE; GAME; Educational technology; IMPACT; USER ACCEPTANCE; PATTERNS; ENGAGEMENT; Document co-citation analysis; Highly cited article; INTENTION; LEARNING ACHIEVEMENTS; Research; Web of science"
7Z9MM8KZ;journalArticle;2025;"C‡rdenas-Cobo, J; Vidal-Silva, C; M‡quez, N";Dataset on Programming Competencies Development Using Scratch and a Recommender System in a Non-WEIRD Primary School Context;DATA;2306-5729;10.3390/data10060086;The ability to program has become an essential competence for individuals in an increasingly digital world. However, access to programming education remains unequal, particularly in non-WEIRD (Western, Educated, Industrialized, Rich, and Democratic) contexts. This study presents a dataset resulting from an educational intervention designed to foster programming competencies and computational thinking skills among primary school students aged 8 to 12 years in Milagro, Ecuador. The intervention integrated Scratch, a block-based programming environment that simplifies coding by eliminating syntactic barriers, and the CARAMBA recommendation system, which provided personalized learning paths based on students' progression and preferences. A structured educational process was implemented, including an initial diagnostic test to assess logical reasoning, guided activities in Scratch to build foundational skills, a phase of personalized practice with CARAMBA, and a final computational thinking evaluation using a validated assessment instrument. The resulting dataset encompasses diverse information: demographic data, logical reasoning test scores, computational thinking test results pre- and post-intervention, activity logs from Scratch, recommendation histories from CARAMBA, and qualitative feedback from university student tutors who supported the intervention. The dataset is anonymized, ethically collected, and made available under a CC-BY 4.0 license to encourage reuse. This resource is particularly valuable for researchers and practitioners interested in computational thinking development, educational data mining, personalized learning systems, and digital equity initiatives. It supports comparative studies between WEIRD and non-WEIRD populations, validation of adaptive learning models, and the design of inclusive programming curricula. Furthermore, the dataset enables the application of machine learning techniques to predict educational outcomes and optimize personalized educational strategies. By offering this dataset openly, the study contributes to filling critical gaps in educational research, promoting inclusive access to programming education, and fostering a more comprehensive understanding of how computational competencies can be developed across diverse socioeconomic and cultural contexts.Dataset: The full dataset generated and analyzed during the study, along with the paper draft, are available at the (1) Institutional Repository for the CARAMBA system: https://github.com/nvalerod/carambaNew (accessed on 20 May 2025) and (2) GitHub Repository: https://github.com/cvidalmsu/UNEMI_1 (accessed on 10 May 2025). The dataset is openly accessible under the Creative Commons Attribution (CC BY 4.0) license.Dataset License: The dataset associated with this article is distributed under the terms and conditions of the Creative Commons Attribution (CC BY 4.0) license.;;6;10;English;"computational thinking; Scratch; personalized learning; educational dataset; non-WEIRD context; programming competencies; recommendation systems"
BYFK6NP5;journalArticle;2025;"Mari–o, EA; Cabezuelo, AS";AI-Enhanced PBL and Experiential Learning for Communication and Career Readiness: An Engineering Pilot Course;ALGORITHMS;1999-4893;10.3390/a18100634;"This study investigates the utilisation of AI tools, including Grammarly Free, QuillBot Free, Canva Free Individual, and others, to enhance learning outcomes for 180 s-year telecommunications engineering students at Universidad Polit & eacute;cnica de Madrid. This research incorporates teaching methods like problem-based learning, experiential learning, task-based learning, and content-language integrated learning, with English as the medium of instruction. These tools were strategically used to enhance language skills, foster computational thinking, and promote critical problem-solving. A control group comprising 120 students who did not receive AI support was included in the study for comparative analysis. The control group's role was essential in evaluating the impact of AI tools on learning outcomes by providing a baseline for comparison. The results indicated that the pilot group, utilising AI tools, demonstrated superior performance compared to the control group in listening comprehension (98.79% vs. 90.22%) and conceptual understanding (95.82% vs. 84.23%). These findings underscore the significance of these skills in enhancing communication and problem-solving abilities within the field of engineering. The assessment of the pilot course's forum revealed a progression from initially error-prone and brief responses to refined, evidence-based reflections in participants. This evolution in responses significantly contributed to the high success rate of 87% in conducting complex contextual analyses by pilot course participants. Subsequent to these results, a project for educational innovation aims to implement the AI-PBL-CLIL model at Universidad Polit & eacute;cnica de Madrid from 2025 to 2026. Future research should look into adaptive AI systems for personalised learning and study the long-term effects of AI integration in higher education. Furthermore, collaborating with industry partners can significantly enhance the practical application of AI-based methods in engineering education. These strategies facilitate benchmarking against international standards, provide structured support for skill development, and ensure the sustained retention of professional competencies, ultimately elevating the international recognition of Spain's engineering education.";;10;18;English;"educational innovation; digital competencies; artificial intelligence in education; AI-enhanced learning; content and language integrated learning; engineering education; higher-order thinking skills; problem-based learning; STEM pedagogy; telecommunications engineering"
